,PhraseNo,Phrase,IsHateSpeech
2036,2037,"['Ane', 'manda', 'me', 'rate', 'minissunta', 'kohoma', 'kalth', 'waradi', 'kawada', 'me', 'rata', 'hadei', 'da']",NO
2039,2040,"['muta', 'kahina', 'ewunuth', 'innawa', 'wage']",NO
2045,2046,"['Dan', 'mehema', 'hari', 'kata', 'karala', 'ta', 'issara', 'mehema', 'ba']",NO
2046,2047,"['Oya', 'sadda', 'dakuna', 'vitharai', 'uthuru', 'naganahira', 'gahala', 'elawanawa', 'policeyata']",NO
2048,2049,"['Katugasthota', 'lain', 'eke', 'dakka', 'bn', 'iyee', 'oka']",NO
2050,2051,"['ANIWARENMA', 'OIC', 'SIRAGE', 'EKEK', 'DANNAWANE', '2020', 'WENADE']",NO
2051,2052,"['කව්ද', 'යකො', 'මගෙ', 'car', 'එක', 'අරන්', 'ගියපු', 'එකා']",NO
2052,2053,"['kondak', 'thiyana', 'officers', 'kenek']",NO
2056,2057,"['Social', 'media', 'General', 'media', 'මොනවා', 'කිව්වත්', 'cricket', 'දන්නා', 'අය', 'තමා', 'මාත්', 'එක්ක', 'හිටියේ', 'K', 'M', 'බන්', 'මෙන්ඩිස්', 'ක්', 'රිඩකයන්', 'ගේ', 'දක්ශතා', 'විතරක්', 'නෙමේ', 'දුර්වලතාත්', 'කතා', 'කරන්නත්', 'ඕනේ']",NO
2057,2058,"['රට', 'වෙනුවෙන්', 'ක්', 'රිඩා', 'කරනකොට', 'ගුන', 'වගේම', 'විවේචනය', 'අහන්නත්', 'පුරුදු', 'වෙයන්', 'Mic', 'එක', 'අරන්', 'විවේචනය', 'කරපු', 'අයට', 'බනින්න', 'කලින්', 'ඔය', 'උබට', 'බැනපු', 'සහ', 'ගුන', 'වයපු', 'දෙගොල්ලොම', 'ලන්කවේ', 'ක්', 'රිකට්', 'වලට', 'සහ', 'ක්', 'රිඩකයන්ට', 'පන', 'මෙන්', 'ආදරය', 'කරන', 'අය', 'ඒක', 'හොදට', 'මතක', 'තියාගන්න']",NO
2063,2064,"['Aka', 'Mach', 'akak', 'gahala', 'aye', '10', 'noga', 'binduwata', 'yanawa', 'okawa', 'aliye', 'thiyaganna', 'one']",NO
2065,2066,"['ශ්', 'රී', 'ලංකාව', 'කියා', 'රටක්වත්', 'තිබෙනවා', 'යැයි', 'ඇතැමුන්', 'නොදන්නා', 'කලක', 'එම', 'නාමය', 'ලොවට', 'හදුන්වා', 'නාමයක්', 'ඉදිරියෙන්', 'බවය', 'අපේ', 'අතීත', 'ක්', 'රීඩකයක්', 'දහසක්', 'දෙනා', 'දුක්', 'කරදර', 'බාදා', 'මැද', 'ගොඩ', 'නැගූ', 'ක්', 'රීඩාවක්', 'වෙනුවෙන්', 'බවය', 'මිලියන', '21', 'වූ', 'ජනතාවකට', 'සැනසීමක්', 'ලබාදෙන', 'මේ', 'අමුතු', 'ඇටයේ', 'ඇති', 'එකම', 'දේ', 'ඉදිරියෙන්', 'බවය']",NO
2073,2074,"['mage', 'wale', 'daala', 'tibba', 'jangiya', 'ussan', 'giyanam', 'ayeth', 'genath', 'diyan', 'loku', 'eka', 'nodii', 'please', 'Himal', 'Attanayake', 'Thiraj', 'Dilshan', 'WijesingheBhanuka', 'Athukorala', 'ubalege', 'ewath', 'ussalada', 'danna', 'poddak', 'balapan']",NO
2074,2075,"['ඔබ', 'අද', 'ලකුණු', '84', 'ක්', 'ගසා', 'කි', 'පුරාජේරැ', 'කතාව', 'මම', 'රෑපවාහිනිය', 'ඉදිරිපිට', 'සිට', 'අසා', 'සිටියෙමි', 'ඒ', 'කතාවට', 'අනුව', 'ඔබ', 'ස්තුති', 'කලේ', 'ක්', 'රික්ට්', 'දන්නා', 'අයට', 'සහ', 'ඔබ', 'සමග', 'සිටි', 'කන්ඩායමට', 'පමණි']",NO
2075,2076,"['ඔබ', 'ලකුණු', '50', 'ගැසූ', 'සැණින්', 'මෙය', 'ඔබට', 'කියා', 'හතුරැසිංහට', 'ඉගි', 'කරන', 'අයුරැදු', 'ඊට', 'පෙර', 'මම', 'බොහෝ', 'අප්පිරියාවෙන්', 'යුතුව', 'බලා', 'සිටියෙමි', 'ඉතින්', 'මෙන්ඩිස්', 'මල්ලී', 'මට', 'කියන්න', 'ඇත්තේ', 'මෙයයි']",NO
2089,2090,"['ඒව', 'ගනන්', 'ගන්න', 'එපා', 'broooo', 'ඒ', 'ශ්', 'රී', 'ලංකාව', 'කියන', 'රටේ', 'මිනිස්සු', 'කියන', 'ජාතියගෙ', 'හැටි']",NO
2090,2091,"['Issella', 'muge', 'activities', 'hari', 'ne', 'thamanter', 'thiyana', 'chodanawalater', 'pilithuru', 'dender', 'ona', 'bat', 'karala', 'misa', 'katin', 'nemai', 'meya', 'kiyenda', 'enne', 'ayath', 'mama', 'binthu', 'gadak', 'gehuwuth', 'mater', 'kawruth', 'baninda', 'epa', 'kiyalamai']",NO
2093,2094,"['Mech', '15k', 'vethara', 'බිඳු', 'wata', 'gihen', 'ikak', 'gahala', 'harida', 'චන්දිමාල්', 'wa', 'ani', 'kara', 'wage', 'kalaikata', 'muwath', 'ain', 'karanna', 'one', 'hedenna']",NO
2095,2096,"['නජිත්', 'උබ', 'මගෙං', 'ණයට', 'ගත්ත', 'රුපියල්', '10000', 'අරගෙන', 'දැං', 'අවුරුදු', 'දෙකක්', 'වෙනවා', 'මං', 'දන්නවා', 'උබ', 'මේක', 'බලනවා', 'කියලා', 'මූනට', 'කියන්න', 'බැරි', 'හින්දයි', 'මෙහෙම', 'දැම්මේ', 'මේක', 'දැක්ක', 'ගමන්', 'මගේ', 'නය', 'ගෙවපන්']",NO
2097,2098,"['Ai', 'uba', 'awith', 'gahnnda', 'puka', 'nodi', 'match', 'balnvanm', 'balapan', 'Nathnm', 'thanakata', 'awith', 'cricket', 'board', 'akta', 'awilla', 'decison', 'ganin', 'methna', 'comment', 'walin', 'puka', 'den', 'nathuwa']",NO
2103,2104,"['Ane', 'huka', 'tamai', 'pakya', 'match', '20ka', 'wtra', 'lakunj', 'ghnnetuwa', 'ekaka', 'ghuwa', 'kyl', 'puka', 'denwa', 'gotha', 'ponnaya']",YES
2105,2106,"['රට', 'වෙනුවෙන්', 'සෙල්ලන්', 'කරපන්', 'උබ', 'ලකුණු', 'අතරට', 'එන්න', 'try', 'කරපන්', 'එක', 'එකාට', 'පලි', 'ගන්න', 'තියෙන', 'ක්', 'රීඩාවක්', 'නෙමේ', 'Cricket', 'කියන්නේ', 'ඒක', 'උබලගේ', 'ඔය', 'team', 'එකම', 'ඒක', 'දන්නේ', 'නෑ', 'වගේ', 'අපිට', 'පේන්නේ']",NO
2106,2107,"['නිහතමානී', 'වෙයන්', 'උබට', 'ආදරේ', 'කරන්න', 'මිනිසුන්', 'ටිකක්', 'හදාගනින්', 'එතකොට', 'දවසක', 'දන්නේම', 'නැතිව', 'උබ', 'ලකුණු', 'අතර', 'හැමදාම', 'ඉදී', 'ලෝකයක්', 'උබට', 'ඉරිසියා', 'කලත්', 'උබට', 'හරි', 'ගිය', 'දවසට', 'අපේ', 'මේ', 'රටේ', 'මේ', 'ඉන්න', 'cricket', 'පිස්සෝ', 'ටික', 'තමා', 'එදාටත්', 'ඒ', 'විදිහටම', 'උබට', 'ආදරේ', 'කරන්නේ', 'Just', 'like', 'a', 'Indian', 'Cricketer', 'V', 'Kholi']",NO
2107,2108,"['Cricket', 'කියන්නේ', 'සෙල්ලමක්ම', 'විතරක්', 'නෙමේ', 'මම', 'හිතන්නේ', 'ලෝකෙම', 'උට', 'ඉරිසියා', 'කරනවා', 'ඒත්', 'indian', 'උන්ගේ', 'ආදරේ', 'තමා', 'ඌට', 'ශක්තිය', 'Cricket', 'කියන්නේ', 'මහත්තුරුන්ගේ', 'ක්', 'රීඩාවක්', 'ඒකත්', 'උබලට', 'අමතක', 'වෙලා', 'දැන්']",NO
2110,2111,"['Oya', 'hiru', 'kiyana', 'ponna', 'chenal', 'eka', 'thama', 'mukuth', 'danne', 'nethuwa', 'ohe', 'harak', 'wage', 'kiyaeanne']",NO
2115,2116,"['පලයං', 'ගොන්', 'ඇඩ්මින්', 'යන්න', 'uba', 'cricket', 'danna', 'ekek', 'neme', 'bola', 'kalisama', 'adaganada', 'post', 'eka', 'damme']",YES
2116,2117,"['Meeta', 'passe', 'mu', 'binthu', '50', 'gehuwuth', 'kawruth', 'mokuth', 'kiyanda', 'hoda', 'neha', 'kawade', 'hari', '80', 'gahai', 'muge', 'kathawe', 'gehuwe', 'nethuvunater', 'filed', 'karala', 'dunnalu', 'ahanang', '12', 'th', 'man', 'ekata', 'thama', 'sudusu', 'hemoma', 'benne', 'ayage', 'pawdgalika', 'tharahater', 'nemeine', 'akath', 'therumganda', 'beriyeka']",NO
2117,2118,"['හැමදාම', 'පිටරට', 'playersla', 'ඉස්සරහා', 'අපේ', 'players', 'la', 'බිම', 'දාලා', 'පාගපු', 'ඔයාට', 'මොකද', 'මේවා', 'ගැන', 'හිතෙන්නේ']",NO
2118,2119,"['Hama', 'tour', 'ekakadima', 'mul', 'match', 'tika', 'hariyata', 'nogaha', 'team', 'eken', 'ain', 'karanna', 'lan', 'weddima', 'hodata', 'gahala', 'eelaga', 'tour', 'ekatath', 'kusal', 'mendis', 'select', 'wenawa']",NO
2120,2121,"['Meke', 'inna', 'moda', 'ponna', 'pakkuta', 'tawama', 'terenna', 'aththa', 'u', 'kiyapu', 'kathawa', 'lether', 'ballayak', 'bat', 'ekak', 'allapu', 'kisima', 'ekek', 'uta', 'banne', 'na']",NO
2122,2123,"['Page', 'ekakata', 'puluwnnlu', 'banala', 'player', 'kenek', 'hadana', 'ithin', 'diyunu', 'weida', 'lankawa', 'sigithi', 'page']",NO
2123,2124,"['Mona', 'daksatawayak', 'tibbath', 'wedak', 'na', 'nihatamani', 'kamay', 'manussakamay', 'hadaganna', 'bari', 'nan', 'wedak', 'na']",NO
2125,2126,"['Mendista', 'katiya', 'gehuwa', 'wedi', 'mathaka', 'thiyaganin', 'mendis', 'thama', 'last', '2nd', 'high', 'score', 'in', 'world']",NO
2126,2127,"['උබට', 'ලැබුන', 'අවස්ථාව', 'වෙන', 'උන්ට', 'හම්බ', 'උනානම්', 'ක්', 'රිස්', 'ගේල්', 'කැලේ', 'කරුමේ', 'කියන්නේ', 'un', 'උබ', 'වගේ', 'කොච්ගේ', 'ඇටේ', 'මිරිකුවේ', 'නැ']",NO
2128,2129,"['Ochchara', 'vata', 'vela', 'gahaddith', 'mu', 'kawda', 'kiyala', 'uma', 'pennuva', 'mu', 'yakek']",NO
2129,2130,"['Mu', 'kathakala', 'wadi', 'nadda', 'ekak', 'gahuwama', 'kohomada', 'katata', 'awa', 'pana', 'uda', 'paninna', 'epa', 'wadiya']",NO
2133,2134,"['Mendis', 'hadune', 'banina', 'aya', 'nisa', 'thamai', 'athnam', 'thama', 'fail']",NO
2134,2135,"['Awula', 'gaththath', 'kamak', 'na', 'fail', 'unoth', 'baninava']",NO
2135,2136,"['Gdak', 'unta', 'thyna', 'crckrlslage', 'padyt', 'thyna', 'irisiywa', 'wen', 'mkuth', 'neme']",NO
2136,2137,"['Mach', 'Dahayaka', 'bindhu', 'gahala', 'eka', 'mach', 'ekak', 'witarak', 'gahala', 'madhi', 'malli']",NO
2137,2138,"['ubala', 'uta', 'banala', 'balanl', 'dan', 'hoda', 'kiyanw', 'ayet', 'match', 'ekk', 'fail', 'unama', 'ayet', 'bainw']",NO
2138,2139,"['Hoda', 'wade', 'gon', 'admin', 'lata', 'Adminlata', 'puluwan', 'da', 'cricketets', 'lawa', 'hadanna']",NO
2139,2140,"['Kohoma', 'gehuwath', '1million', 'lebenawane']",NO
2141,2142,"['නවතම', 'ක්', 'රිකට්', 'තොරතුරු', 'සඳහා', 'subscribe', 'කරන්න', 'ඔබ', 'අපේ', 'වීඩියෝ', 'වලට', 'කැමති', 'නම්', 'like', 'කරන්න', 'share', 'කරන්න', 'කරුණාකර', 'ඔබේ', 'සහාය', 'අපට', 'ලබා', 'දෙන්න', 'ස්තූතියි']",NO
2143,2144,"['sanga', 'cheer', 'karanwa', 'dakkada', 'ke', 'gahala', 'mahelata', '1', '10']",NO
2144,2145,"['supirima', 'weda', 'karayek']",NO
2145,2146,"['ambo', 'eka', 'patta', 'kollek', 'mahela', 'ah']",NO
2147,2148,"['Comment', 'කියවන්න', 'කවුද', 'අවේ', 'like', 'ඔනි']",NO
2150,2151,"['නියම', 'song', 'එකක්', 'කියන', 'උන්', 'මේ', 'කොනට']",NO
2151,2152,"['සිංදුවෙ', 'quality', 'එක', 'vidio', 'එකෙන්', 'බස්සල']",NO
2152,2153,"['මාරම', 'ලස්සනයි', 'අයියේ', 'සිංදුව', 'හැබැයි', 'මීට', 'වැඩිය', 'දෙයක්', 'video', 'එකෙන්', 'බලාපොරොත්තු', 'උනා']",NO
2153,2154,"['ලංකාවේ', 'වැඩියෙන්ම', 'නිල', 'නොවන', 'වීඩියෝ', 'හැදුනු', 'සිංදුව', 'වෙන්න', 'ඇති', 'මේක', 'අන්තිමට', 'official', 'එකත්', 'ආවා', 'එල']",NO
2158,2159,"['Mata', 'prashne', 'eka', 'neme', 'aiya', 'Kella', 'hambune', 'ewaleman', 'rosa', 'mal', 'pokura', 'gatte', 'kata', 'dennada', 'kiyana', 'eka', 'Aiya', 'Ethakota', 'kalin', 'kellata', 'bootda']",NO
2159,2160,"['මැරෙන්න', 'කලින්', 'ඔයාගේ', 'song', 'එකක්', 'live', 'අහන', 'එක', 'මගේ', 'ජීවිතේ', 'ලොකු', 'හීනයක්', 'අයියෙ', 'voice', 'එකනම්', 'පට්ටයි']",NO
2161,2162,"['කාලෙකට', 'පස්සෙ', 'අහපු', 'හොඳම', 'සින්දුවක්', 'සින්දුවෙ', 'lyrics', 'එක්ක', 'හදන්න', 'තිබුනා', 'සුපිරිම', 'visual', 'එකක්', 'lyrics', 'මාරම', 'ලස්සනයි', 'අවුලක්', 'නෑ', 'නියමයි']",NO
2166,2167,"['Song', 'eke', 'amuthu', 'pattama', 'gathiyak', 'thiyenne', 'eka', 'nam', 'maarayi', 'Video', 'eka', 'meeta', 'wada', 'supiriyata', 'thibunanam', 'niyamayi']",NO
2167,2168,"['නුරාවි', 'සිංදුව', 'මටත්', 'අහම්බෙන්', 'ඇහුනේ', 'එදා', 'ඉදන්', 'අද', 'වෙනකල්', 'මගේ', 'playlist', 'එකේ', 'favorite', 'playlist', 'එකට', 'add', 'වෙලා', 'තියෙන්නී', 'කොච්චර', 'ඇහුවත්', 'එපා', 'වෙන්නේ', 'නෑ']",NO
2168,2169,"['oya', 'audio', 'akata', 'wagema', 'videyo', 'aktath', 'සාධාරණයක්', 'කරන්න', 'තිබ්බා']",NO
2169,2170,"['ftt', 'aiyahhh', 'maru', 'song', 'eka', 'kochchr', 'ahuwath', 'epa', 'wenne', 'naa']",NO
2170,2171,"['දැන්', 'මේ', 'වීඩියෝ', 'එකෙන්', 'වැඩක්', 'නෑ', 'බන්', 'ඕඩියෝ', 'එක', 'ගොඩක්', 'famous', 'නේ', 'ඇයි', 'වීඩියෝ', 'එකක්', 'කරලා', 'සල්ලි', 'නාස්ති', 'කරගත්තේ']",NO
2171,2172,"['Aiyo', 'video', 'aken', 'meta', 'wada', 'deyak', 'balaporoththu', 'una', 'yaluwa']",NO
2172,2173,"['සින්දුවත්', 'ලස්සනයි', 'video', 'එකත්', 'ලස්සනයි', 'සින්දුවෙ', 'ඉන්න', 'නංගිත්', 'ලස්සනයි']",NO
2173,2174,"['Boot', 'sindu', 'walata', 'wada', 'හොද', 'වැඩක්', 'මගෙන්', 'සුබ', 'පැතුම්']",NO
2175,2176,"['Hodai', 'eka', 'katath', 'thiyenne', 'eka', 'nithiya', 'president', 'unath', 'nithiya', 'ekai']",NO
2176,2177,"['Video', 'හොරකන්', 'කරන්න', 'එපා', 'Hiru', 'උබලට', 'කලින්', 'මමයි', 'විඩියෝ', 'එක', 'දැම්මේ']",NO
2179,2180,"['me', 'wage', 'ayath', 'policiye', 'innawa', 'neda', 'mage', 'jivithetama', 'habahin', 'dakkamai', 'ela', 'ela']",NO
2180,2181,"['Attha', 'kathawa', 'policye', 'obalata', 'Budusaranai']",NO
2181,2182,"['Oyaa', 'police', 'karayawa', 'gennala', 'diyankkoo', 'Marannaa', 'Ponna', 'hetta']",YES
2184,2185,"['Hiru', 'මගේ', 'Video', 'එක', 'ඉස්සුවේ', 'මමයි', 'මේක', 'දැම්මේ', 'එයාලට', 'කලින්', 'බලු', 'වැඩ', 'මේවා']",NO
2186,2187,"['oya', 'colour', 'eken', 'oya', 'model', 'eken', 'thiyenne', 'eka', 'car', 'ekai', 'lankawatama', 'number', 'plate', 'nathi', 'unath', 'meya', 'monawa', 'karath', 'alla', 'ganna', 'puluwan', 'And', 'register', 'karanne', 'nathuwa', 'inne', 'salli', 'gewanna', 'wena', 'hinda']",NO
2189,2190,"['දකුණු', 'පළාතේ', 'ක්', 'රිකට්', 'ක්', 'රීඩාව', 'සඳහා', 'නව', 'ජීවයක්', 'එක්', 'කරමින්', 'ඔස්වේ', 'ගෘහස්ත', 'ක්', 'රිකට්', 'පුහුණු', 'මධ්', 'යස්ථානය', 'අද', '25', 'පෙරවරුවේ', 'ලෝක', 'කුසලානය', 'දිනූ', 'ශ්', 'රී', 'ලංකා', 'කණ්ඩායමේ', 'නායක', 'අර්ජුන', 'රණතුංග', 'මහතාගේ', 'ප්', 'රධානත්වයෙන්', 'මාතර', 'වල්ගම', 'ප්', 'රදේශයේදී', 'විවෘත', 'විය']",NO
2191,2192,"['Hello', 'Priyantha', 'ayie', 'oyage', 'school', 'eka', 'lamai', 'anith', 'patthe', 'watthe', 'aba', 'gahata', 'gall', 'gahuwe', 'nadda', 'mathakada', 'budusaranai']",NO
2193,2194,"['eka', 'niyamai', 'kalekata', 'passe', 'wenas', 'joke', 'tikak', 'parana', 'tikama', 'ahala', 'epa', 'wela', 'hitiye']",NO
2194,2195,"['Oya', 'dannata', 'suba', 'patum', 'jaya', 'vava']",NO
2196,2197,"['Podiun', 'isaraha', 'thiyagena', 'niyama', 'vihilutikak', 'karanne', 'maru', 'ane']",NO
2197,2198,"['me', 'podi', 'ayta', 'ynna', 'kiynnko', 'aneere', 'video', 'eka', 'kewa']",NO
2198,2199,"['Thabili', 'watenakota', 'ahulan', 'bonawa', 'eka', 'patta']",NO
2199,2200,"['Police', 'ballange', 'awa', 'ragapanna', 'epaaa']",NO
2201,2202,"['Ponna', 'wesike', 'pakayo', 'dannek', 'mona', 'vihiluda', 'mewa', 'mawata', 'hodai', 'kiyanne', 'modayo', 'thani', 'kunuharpa']",YES
2202,2203,"['ධම්මික', 'පෙරේරාට', 'වඩා', 'සල්ලි', 'තියෙන', 'මොලේ', 'තියෙන', 'උන්', 'unlike', 'කරල']",NO
2211,2212,"['thank', 'you', 'meka', 'enakal', 'htye', 'search', 'karath', 'ekka']",NO
2212,2213,"['Dhammika', 'Illamuda', 'Next', 'Presidential', 'Election', 'Ekata']",NO
2213,2214,"['අපේ', 'කාලයේ', 'මිනිස්', 'පරිඝනකය', 'respect', 'sir']",NO
2214,2215,"['Supiriy', 'kiyla', 'wadak', 'na', 'obathumata', 'dirgausha']",NO
2216,2217,"['උගෙ', 'දේෂපාලන', 'බලාපොරොත්තු', 'ඇති', 'ඒත්', 'පට්ට', 'ideas', 'තියන', 'මොලයක්', 'කොහොම', 'කොහෙන්', 'චන්දේ', 'ඉල්ලුවත්', 'මේ', 'වගේ', 'මිනිස්සු', 'නෙවෙයිද', 'රටේ', 'පාලනය', 'බාරගන්න', 'ඔනේ', 'casiono', 'සල්ලි', 'කියනවනේ', 'කමෙන්ට්', 'වල', 'ඉතින්', 'උබලත්', 'සල්ලි', 'හොයන්න', 'ආසයිනේ', 'ඒත්', 'උබලට', 'පුලුවන්ද', 'casino', 'machine', 'එකක්වත්', 'දාගන්න', 'බෑනෙ', 'බෑනේ']",NO
2217,2218,"['ඒකටත්', 'base', 'එකක්', 'ඔනි', 'තාම', 'casino', 'machine', 'එකේ', 'පේටන්', 'එක', 'තියෙන්නේ', 'ධම්මික', 'පෙරේරාගෙ', 'නමට', 'ඉතින්', 'එයා', 'හොයාගත්ත', 'දේන්', 'ඌ', 'නැතුව', 'උබල', 'සල්ලි', 'හොයන්', 'කන්නද', 'කියන්නේ']",NO
2218,2219,"['දම්මික', 'පෙරේරාට', 'වඩා', 'සල්ලි', 'තියන', '85', 'දෙනෙක්', 'Unlike', 'කරලා']",NO
2220,2221,"['රට', 'ගැන', 'අහන්නේ', 'හොදකට', 'නෙමෙයි', 'ජනදිපති', 'වරනයට', 'ඉල්ලයි', 'වගේ', 'මොහු', 'ජනදිපති', 'වෙනවට', 'කැමතිඅය', 'Like', 'එකක්', 'දමු']",NO
2226,2227,"['ඔයා', 'උනොත්', 'ජානාදිපති', 'උනොත්', 'රට', 'ලොකේම', '1', 'එක', 'අපේ', 'රට', 'ඔයා', 'තමයි', 'මගේ', 'ගුරු', 'ඔයාගේ', 'එක', 'කතාවක්', 'අහකට', 'යන්නේ', 'නොමැත', 'යන්නේ']",NO
2233,2234,"['Mulu', 'amathi', 'mandalema', 'nathuwa', 'dammika', 'pererawa', 'dammanm', 'hari', 'respect', 'sir']",NO
2236,2237,"['chathura', 'aiya', 'viyaparikayoma', 'gennala', 'me', 'wade', 'kranna', 'digtama', 'hadena', 'minissunta', 'loku', 'udawwak', 'wewi', 'bs']",NO
2239,2240,"['Eyage', 'company', 'ekaka', 'wada', 'karala', 'balannako', 'sewakayanta', 'salakana', 'widiha', 'anthimai', 'ehema', 'salli', 'ithuru', 'karoth', 'godak', 'aya', 'pohosath']",NO
2240,2241,"['Lankawe', 'ministry', 'wala', 'inna', 'unwath', 'mechchara', 'danne', 'nathuwa', 'athi']",NO
2242,2243,"['Germany', 'වල', 'study', 'කරන', 'පිලිවෙල', 'දැන', 'ගන්න', 'මේ', 'පැත්තට', 'එන්න', 'මුල', 'සිට', 'සරලව', 'සිංහලෙන්ම', 'දැන', 'ගන්න', 'මචං', 'In', 'Germany', 'චැනල්', 'එකට', 'පිවිසෙන්න', 'Subscribe', 'කරන්න', 'අමතක', 'නොකරන්න']",NO
2244,2245,"['ඔබතුමා', 'පුදුමයි', 'ඒත්', 'අපි', 'අපේ', 'මොලයෙන්', '100', 'ය', 'ප්', 'රයෝජනයට', 'ගන්නවා', 'එකම', 'වෙලාවකනම්', 'නෙමේ', 'නමුත්', 'අපි', 'ප්', 'රයෝජනයට', 'ගන්නවා', 'මොලයේ', 'හැම', 'සංජායන', 'ප්', 'රදේශයක්ම']",NO
2245,2246,"['සරු', 'සුබ', 'දේවල්', 'අහන්න', 'දකින්න', 'channel', 'එක', 'subscribe', 'කරන්', 'යන්න', 'ස්තුතියි']",NO
2246,2247,"['දම්මික', 'පෙරේරා', 'මහත්මාට', 'වඩා', 'චමත්', 'පලිහපිටිය', 'මහතාගේ', 'මුලු', 'වත්කම', 'දම්මික', 'මහතා', 'වගේ', 'දෙගුණයකි', 'ඒ', 'Facebook', 'නිර්මාණය', 'කිරිමට', 'දායක', 'වීම', 'සහ', 'නොයෙකුත්', 'වෙනත්', 'ඔහුගේ', 'ව්', 'යාපාර', 'මගිනි', 'නමුත්', 'චමත්', 'පලිහපිටිය', 'මහතාගේ', 'පුරවැසිභාවය', 'තිබෙන්නේ', 'ඇමරිකාවේ', 'ය', 'එම', 'නිසා', 'ඔහු', 'ලංකාවේ', 'අංක', 'එකේ', 'ව්', 'යාපාරිකයා', 'වන්නේ', 'නැත', 'මෙම', 'චරිතය', 'පිලිබඳ', 'බොහෝ', 'දෙනෙක්', 'දන්නේ', 'නැත', 'නමුත්', 'ශ්', 'රී', 'ලාංකිකයෝ', 'වශයෙන්', 'අපි', 'චමත්', 'පලිහපිටිය', 'කියන', 'චරිතය', 'ගැනද', 'ආඩම්බර', 'විය', 'යුතුයි']",NO
2247,2248,"['Dhammika', 'perera', 'godak', 'hodai', 'namuth', 'LB', 'finance', 'asadarana', 'wada', 'karanawa', 'methuma', 'danneth', 'nathuwa', 'athi']",NO
2249,2250,"['meka', 'balanakota', 'andenawa', 'ai', 'mewage', 'minissu', 'apiwa', 'palanaya', 'karanne', 'naththe', 'mokada', 'kiyala']",NO
2250,2251,"['Me', 'video', 'eka', 'godak', 'lankawe', 'kattiya', 'ona', 'deyak']",NO
2252,2253,"['Meekanm', 'pudumakara', 'nihathamani', 'kamak', 'kochchra', 'salli', 'thibbath', 'Ape', 'politiciansla', 'meewa', 'balanna', 'oona', 'Ape', 'ihala', 'inna', 'Hama', 'politicianma', 'mehenm', 'Lanka', 'patta', 'thanaka', 'adha']",NO
2253,2254,"['oba', 'thuma', 'daskshayek', 'habai', 'AI', 'concept', 'me', 'vidiyata', 'aka', 'use', 'kalot', 'ake', 'wasi', 'wagema', 'awasi', 'godai', 'nda', 'route', 'robbing', 'and', 'precestace', 'ki', 'de', 'AI', 'concept', 'athule', 'tibboth', 'twa', 'godak', 'prctical', 'wei', 'nda']",NO
2255,2256,"['අපි', 'ඔබ', 'තුමාම', 'develop', 'කරපු', 'ව්', 'යාපාර', 'විදිහට', 'අහල', 'තියෙන්නේ', 'කොල්ලුපිටිය', 'බම්බලපිටිය', 'Casino', 'සමූහයයි', 'අනෙක්', 'සියලු', 'ව්', 'යාපාර', 'ආරම්භ', 'කලේ', 'මහන්සියෙන්', 'ගොඩනැගුවේ', 'වෙනත්', 'ව්', 'යවසායකින්', 'ඔබතුමා', 'කලේ', 'එවා', 'කූට', 'ලෙස', 'කොටස්', 'වෙලදපල', 'අපරාධ', 'වන', 'insider', 'dealings', 'මගින්', 'එම', 'කොටස්', 'මිල', 'සමග', 'සෙල්ලම්', 'කරමින්', 'ඒම', 'ආයතන', 'මිලදී', 'ගැනීම', 'නොවේද']",NO
2256,2257,"['ඔබතුමා', 'දත්ත', 'මත', 'පදනම්', 'වන', 'නිසා', 'අපිට', 'ඔබතුමාගේ', 'ඉහලම', 'ලාභ', 'ලබන', 'ආයතන', '10', 'ය', 'මොනවාද', 'ඒවායේ', 'කොටස්', 'අයිතිය', 'ඔබ', 'සතු', 'කරගත්තේ', 'කෙසේද', 'කවර', 'උපක්', 'රමයකින්ද', 'යන්න', 'අපට', 'පහදා', 'දෙනවාද']",NO
2257,2258,"['Me', 'manussaya', 'me', 'thenata', 'awa', 'vidiha', 'Gena', 'me', 'video', 'balapu', 'ayata', 'kisima', 'prashnayak', 'nethuwa', 'ethi']",NO
2258,2259,"['Chathura', 'okagen', 'ahapan', 'u', 'aurudu', '5tama', 'hadala', 'thiyenne', 'real', 'para', '320km', 'k', 'witharay', 'utath', 'thibunane', 'u', 'kiyana', 'widiyata', '5', '365', '24', 'kalaya', 'thula', 'mulu', 'lankawema', 'real', 'parawal', 'tika', 'hadanna', 'Casino', 'salli', 'thamay', 'dammika', 'pererage', 'rahasa']",NO
2259,2260,"['Harry', 'Jayawardanata', 'දියුණු', 'වෙන්න', 'chandrika', 'bandaranayaka', 'udaw', 'Kara', 'Dammika', 'pererata', 'දියුණු', 'වෙන්න', 'mahinda', 'rajapaksa', 'udaw', 'Kara', 'Arjun', 'Aloysiusta', 'දියුණු', 'වෙන්න', 'Ranil', 'wikramasingha', 'udaw', 'kara']",NO
